type,days_for_shipping_(real),days_for_shipment_(scheduled),benefit_per_order,sales_per_customer,delivery_status,late_delivery_risk,category_id,category_name,customer_city,customer_country,customer_fname,customer_id,customer_lname,customer_segment,customer_state,customer_street,customer_zipcode,department_id,department_name,latitude,longitude,market,order_city,order_country,order_customer_id,order_date,order_id,order_item_cardprod_id,order_item_discount,order_item_discount_rate,order_item_id,order_item_product_price,order_item_profit_ratio,order_item_quantity,sales,order_item_total,order_profit_per_order,order_region,order_state,order_status,product_card_id,product_category_id,product_name,product_price,product_status,shipping_date,shipping_mode,order_year,order_month,order_day,delivery_days,order_weekday
DEBIT,2,2,27.59000015,199.9199982,Shipping on time,0,46,Indoor/Outdoor Games,Austin,EE. UU.,Mary,2308,Morgan,Consumer,TX,3796 Rustic Autoroute,78753.0,7,Fan Shop,30.35012245,-97.69873047,Europe,Clermont-Ferrand,Francia,2308,2017-09-03 21:03:00,66921,1014,49.97999954,0.200000003,167296,49.97999954,0.140000001,5,249.8999939,199.9199982,27.59000015,Western Europe,Auvernia,COMPLETE,1014,46,O'Brien Men's Neoprene Life Vest,49.97999954,0,2017-09-05 21:03:00,Second Class,2017,September,3,2,Sunday
CASH,3,4,28.79999924,57.59000015,Advance shipping,0,17,Cleats,Jackson,EE. UU.,Pamela,11478,Smith,Consumer,MI,3796 Little Jetty,49201.0,4,Apparel,42.19974899,-84.43818665,Europe,Viena,Austria,11478,2017-09-09 21:02:00,67332,365,2.400000095,0.039999999,168294,59.99000168,0.5,1,59.99000168,57.59000015,28.79999924,Western Europe,Viena,CLOSED,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,2017-09-12 21:02:00,Standard Class,2017,September,9,3,Saturday
PAYMENT,6,4,-10.07999992,57.59000015,Late delivery,1,17,Cleats,Brooklyn,EE. UU.,Mary,7924,Arnold,Consumer,NY,5407 Rustic Forest Pines,11218.0,4,Apparel,40.64059448,-73.97518921,Pacific Asia,Newcastle,Australia,7924,2016-01-22 18:01:00,26495,365,2.400000095,0.039999999,66334,59.99000168,-0.180000007,1,59.99000168,57.59000015,-10.07999992,Oceania,Nueva Gales del Sur,PENDING_PAYMENT,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,2016-01-28 18:01:00,Standard Class,2016,January,22,6,Friday
DEBIT,4,2,18.20000076,363.980011,Late delivery,1,45,Fishing,Caguas,Puerto Rico,Zachary,11614,Thomas,Home Office,PR,9695 Misty Court,725.0,7,Fan Shop,18.262146,-66.37052918,Europe,Ludwigshafen am Rhein,Alemania,11614,2017-07-25 04:17:00,64133,1004,36.0,0.090000004,160361,399.980011,0.050000001,1,399.980011,363.980011,18.20000076,Western Europe,Renania-Palatinado,COMPLETE,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,2017-07-29 04:17:00,Second Class,2017,July,25,4,Tuesday
PAYMENT,2,4,50.15000153,294.980011,Advance shipping,0,73,Sporting Goods,Portland,EE. UU.,Kirby,16639,Saunders,Home Office,OR,5907 Broad Pond Chase,97229.0,2,Fitness,45.54113007,-122.7773743,Pacific Asia,Pekín,China,16639,2017-12-02 20:55:00,73086,1360,32.77999878,0.100000001,176401,327.75,0.170000002,1,327.75,294.980011,50.15000153,Eastern Asia,Pekín,PENDING_PAYMENT,1360,73,Smart watch ,327.75,0,2017-12-04 20:55:00,Standard Class,2017,December,2,2,Saturday
PAYMENT,5,4,45.31000137,107.8899994,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,Samantha,1132,Smith,Corporate,PR,7885 Sleepy Cove,725.0,4,Apparel,18.22845268,-66.37056732,Pacific Asia,Devonport,Australia,1132,2016-01-14 02:58:00,25904,403,22.10000038,0.170000002,64839,129.9900055,0.419999987,1,129.9900055,107.8899994,45.31000137,Oceania,Tasmania,PENDING_PAYMENT,403,18,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,2016-01-19 02:58:00,Standard Class,2016,January,14,5,Thursday
TRANSFER,5,4,23.80999947,377.980011,Shipping canceled,0,45,Fishing,Moreno Valley,EE. UU.,Bryan,3297,Lewis,Consumer,CA,2197 Hidden Panda Mountain,92553.0,7,Fan Shop,33.92366028,-117.2291946,Europe,Porto,Portugal,3297,2017-08-25 17:23:00,66294,1004,22.0,0.059999999,165722,399.980011,0.059999999,1,399.980011,377.980011,23.80999947,Southern Europe,Porto,SUSPECTED_FRAUD,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,2017-08-30 17:23:00,Standard Class,2017,August,25,5,Friday
TRANSFER,6,4,58.59000015,188.9900055,Late delivery,1,48,Water Sports,Honolulu,EE. UU.,Ralph,9950,Pena,Home Office,HI,6001 Middle Island,96817.0,7,Fan Shop,21.32080078,-157.8613892,Pacific Asia,Kuching,Malasia,9950,2015-10-25 18:40:00,20400,1073,11.0,0.059999999,50937,199.9900055,0.310000002,1,199.9900055,188.9900055,58.59000015,Southeast Asia,Sarawak,PENDING,1073,48,Pelican Sunstream 100 Kayak,199.9900055,0,2015-10-31 18:40:00,Standard Class,2015,October,25,6,Sunday
DEBIT,3,4,12.03999996,106.5899963,Advance shipping,0,18,Men's Footwear,Los Angeles,EE. UU.,Joseph,8486,Cain,Consumer,CA,4746 Green Hills Promenade,90033.0,4,Apparel,34.04983521,-118.2127457,LATAM,Cienfuegos,Cuba,8486,2017-02-20 05:02:00,53517,403,23.39999962,0.180000007,133741,129.9900055,0.109999999,1,129.9900055,106.5899963,12.03999996,Caribbean,Cienfuegos,COMPLETE,403,18,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,2017-02-23 05:02:00,Standard Class,2017,February,20,3,Monday
DEBIT,2,1,4.059999943,27.04000092,Late delivery,1,59,Books ,Humacao,Puerto Rico,Karleigh,12693,Buckner,Consumer,PR,9135 Green Island Moor,791.0,8,Book Shop,18.1501503,-65.82595062,Europe,Laval,Francia,12693,2017-10-06 06:28:00,69140,1346,4.039999962,0.129999995,172455,31.07999992,0.150000006,1,31.07999992,27.04000092,4.059999943,Western Europe,Países del Loira,COMPLETE,1346,59,Sports Books ,31.07999992,0,2017-10-08 06:28:00,First Class,2017,October,6,2,Friday
DEBIT,4,4,40.5,150.0,Shipping on time,0,24,Women's Apparel,Chicago,EE. UU.,Adam,2786,Navarro,Consumer,IL,5567 Rocky Mountain By-pass,60622.0,5,Golf,41.89480591,-87.7651825,Europe,Freiburg,Alemania,2786,2015-07-15 18:49:00,13413,502,0.0,0.0,33596,50.0,0.270000011,3,150.0,150.0,40.5,Western Europe,Baden-Wurtemberg,COMPLETE,502,24,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2015-07-19 18:49:00,Standard Class,2015,July,15,4,Wednesday
CASH,3,4,139.6399994,284.980011,Advance shipping,0,43,Camping & Hiking,Caguas,Puerto Rico,Mary,8015,Blackburn,Home Office,PR,7983 Amber Robin Trail,725.0,7,Fan Shop,18.2838726,-66.37052918,Pacific Asia,Suzhou,China,8015,2015-10-26 11:08:00,20447,957,15.0,0.050000001,51034,299.980011,0.49000001,1,299.980011,284.980011,139.6399994,Eastern Asia,Gansu,CLOSED,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,2015-10-29 11:08:00,Standard Class,2015,October,26,3,Monday
PAYMENT,2,1,50.59999847,134.9499969,Late delivery,1,46,Indoor/Outdoor Games,San Juan,Puerto Rico,Mary,4584,Yu,Corporate,PR,5492 Blue View,921.0,7,Fan Shop,29.77161026,-95.31563568,Europe,Duisburg,Alemania,4584,2015-08-18 03:42:00,15699,1014,14.98999977,0.100000001,39264,49.97999954,0.379999995,3,149.9400024,134.9499969,50.59999847,Western Europe,Renania del Norte-Westfalia,PENDING_PAYMENT,1014,46,O'Brien Men's Neoprene Life Vest,49.97999954,0,2015-08-20 03:42:00,First Class,2015,August,18,2,Tuesday
TRANSFER,6,4,48.0,97.94999695,Late delivery,1,36,Golf Balls,Lompoc,EE. UU.,Andrea,6083,Scott,Corporate,CA,1870 Stony Prairie Bend,93436.0,6,Outdoors,34.6125679,-120.4261932,LATAM,Managua,Nicaragua,6083,2015-02-22 14:38:00,3605,804,2.0,0.02,8964,19.98999977,0.49000001,5,99.94999695,97.94999695,48.0,Central America,Managua,PROCESSING,804,36,Glove It Women's Imperial Golf Glove,19.98999977,0,2015-02-28 14:38:00,Standard Class,2015,February,22,6,Sunday
DEBIT,5,4,7.28000021,72.75,Late delivery,1,41,Trade-In,Washington,EE. UU.,Patricia,6392,Greene,Corporate,DC,6358 Cozy Autumn Lookout,20019.0,6,Outdoors,38.79263687,-77.05001068,LATAM,Chimaltenango,Guatemala,6392,2015-04-09 10:22:00,6744,924,7.199999809,0.090000004,16858,15.98999977,0.100000001,5,79.94999695,72.75,7.28000021,Central America,Chimaltenango,COMPLETE,924,41,Glove It Urban Brick Golf Towel,15.98999977,0,2015-04-14 10:22:00,Standard Class,2015,April,9,5,Thursday
DEBIT,2,1,54.59999847,167.9900055,Late delivery,1,48,Water Sports,Passaic,EE. UU.,Mary,6755,Callahan,Home Office,NJ,1820 Dusty Island Isle,7055.0,7,Fan Shop,40.86001587,-74.12454987,Europe,Montauban,Francia,6755,2017-08-18 18:16:00,65817,1073,32.0,0.159999996,164497,199.9900055,0.330000013,1,199.9900055,167.9900055,54.59999847,Western Europe,Languedoc-Rosellón-Mediodía-Pirineos,COMPLETE,1073,48,Pelican Sunstream 100 Kayak,199.9900055,0,2017-08-20 18:16:00,First Class,2017,August,18,2,Friday
TRANSFER,2,1,38.41999817,384.230011,Late delivery,1,62,Cameras ,Hollister,EE. UU.,Basia,13137,Bishop,Consumer,CA,4981 Fallen Place ,95023.0,10,Technology,36.8093338,-121.3459778,Europe,Munich,Alemania,13137,2017-10-12 18:01:00,69584,1349,67.80999756,0.150000006,172899,452.0400085,0.100000001,1,452.0400085,384.230011,38.41999817,Western Europe,Bavaria,PROCESSING,1349,62,Web Camera,452.0400085,0,2017-10-14 18:01:00,First Class,2017,October,12,2,Thursday
TRANSFER,2,1,70.98000336,181.9900055,Late delivery,1,48,Water Sports,Placentia,EE. UU.,Thomas,3385,Jones,Home Office,CA,2897 Rustic Mountain Crest,92870.0,7,Fan Shop,33.78368378,-117.0190964,Pacific Asia,Erzurum,Turquía,3385,2016-12-30 17:43:00,49991,1073,18.0,0.090000004,124980,199.9900055,0.389999986,1,199.9900055,181.9900055,70.98000336,West Asia,Erzurum,PENDING,1073,48,Pelican Sunstream 100 Kayak,199.9900055,0,2017-01-01 17:43:00,First Class,2016,December,30,2,Friday
DEBIT,2,1,156.5899963,347.980011,Late delivery,1,45,Fishing,Caguas,Puerto Rico,Joseph,12104,Neal,Corporate,PR,6015 Indian Key,725.0,7,Fan Shop,18.25392532,-66.37055969,Pacific Asia,Hiratsuka,Japón,12104,2016-02-22 02:02:00,28573,1004,52.0,0.129999995,71506,399.980011,0.449999988,1,399.980011,347.980011,156.5899963,Eastern Asia,Kanagawa,COMPLETE,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,2016-02-24 02:02:00,First Class,2016,February,22,2,Monday
DEBIT,3,4,-113.8499985,148.4400024,Advance shipping,0,46,Indoor/Outdoor Games,Chicago,EE. UU.,Shirley,1957,Smith,Consumer,IL,3173 Lost Diversion,60638.0,7,Fan Shop,41.48130417,-87.6389389,Europe,Pau,Francia,1957,2015-10-08 08:43:00,19207,1014,1.5,0.01,47979,49.97999954,-0.769999981,3,149.9400024,148.4400024,-113.8499985,Western Europe,Aquitania-Lemosín-Poitou-Charentes,ON_HOLD,1014,46,O'Brien Men's Neoprene Life Vest,49.97999954,0,2015-10-11 08:43:00,Standard Class,2015,October,8,3,Thursday
DEBIT,2,4,85.27999878,327.980011,Advance shipping,0,45,Fishing,Brooklyn,EE. UU.,Mary,1376,Austin,Corporate,NY,4819 Crystal Private,11226.0,7,Fan Shop,40.64759827,-73.95845795,Europe,Berlín,Alemania,1376,2017-09-11 14:44:00,67451,1004,72.0,0.180000007,168608,399.980011,0.25999999,1,399.980011,327.980011,85.27999878,Western Europe,Berlín,COMPLETE,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,2017-09-13 14:44:00,Standard Class,2017,September,11,2,Monday
CASH,5,4,40.47999954,149.9400024,Late delivery,1,46,Indoor/Outdoor Games,Caguas,Puerto Rico,Emily,7633,Smith,Home Office,PR,7469 Thunder Bear Drive,725.0,7,Fan Shop,18.23437119,-66.3706131,Africa,Bamako,Mali,7633,2016-12-10 11:47:00,48604,1014,49.97999954,0.25,121553,49.97999954,0.270000011,4,199.9199982,149.9400024,40.47999954,West Africa,Bamako,CLOSED,1014,46,O'Brien Men's Neoprene Life Vest,49.97999954,0,2016-12-15 11:47:00,Standard Class,2016,December,10,5,Saturday
DEBIT,0,0,28.07999992,103.9899979,Shipping on time,0,18,Men's Footwear,San Antonio,EE. UU.,Ronald,5859,Wilson,Corporate,TX,8996 Rocky Pointe,78207.0,4,Apparel,29.42638016,-98.52271271,Europe,Stavanger,Noruega,5859,2015-07-10 00:47:00,13019,403,26.0,0.200000003,32566,129.9900055,0.270000011,1,129.9900055,103.9899979,28.07999992,Northern Europe,Rogaland,COMPLETE,403,18,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,2015-07-10 12:47:00,Same Day,2015,July,10,0,Friday
TRANSFER,4,2,36.61999893,116.9899979,Late delivery,1,18,Men's Footwear,Baytown,EE. UU.,Victoria,2635,Hendricks,Consumer,TX,7596 Emerald Common,77520.0,4,Apparel,29.78860855,-95.04446411,Africa,Dakar,Senegal,2635,2016-09-15 10:09:00,42708,403,13.0,0.100000001,106593,129.9900055,0.310000002,1,129.9900055,116.9899979,36.61999893,West Africa,Dakar,PENDING,403,18,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,2016-09-19 10:09:00,Second Class,2016,September,15,4,Thursday
DEBIT,2,1,2.5,124.7900009,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,Mary,11995,Smith,Corporate,PR,5076 Amber Blossom Hollow,725.0,4,Apparel,18.23073196,-66.37052918,Pacific Asia,Aoba-ku,Japón,11995,2016-02-25 01:30:00,28777,403,5.199999809,0.039999999,72015,129.9900055,0.02,1,129.9900055,124.7900009,2.5,Eastern Asia,Kanagawa,COMPLETE,403,18,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,2016-02-27 01:30:00,First Class,2016,February,25,2,Thursday
CASH,6,4,-80.72000122,371.980011,Late delivery,1,45,Fishing,New York,EE. UU.,Denise,5837,Coffey,Consumer,NY,8059 Cozy Anchor Ramp,10027.0,7,Fan Shop,40.81129837,-73.94896698,Pacific Asia,Tokio,Japón,5837,2016-02-26 04:50:00,28855,1004,28.0,0.07,72201,399.980011,-0.219999999,1,399.980011,371.980011,-80.72000122,Eastern Asia,Tokio,CLOSED,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,2016-03-03 04:50:00,Standard Class,2016,February,26,6,Friday
DEBIT,3,4,35.20000076,88.0,Advance shipping,0,7,Hockey,El Cajon,EE. UU.,Thomas,5689,Ramsey,Corporate,CA,9725 Cotton Forest,92020.0,2,Fitness,32.79130173,-116.9535141,Pacific Asia,Corum,Turquía,5689,2016-09-28 02:36:00,43577,134,12.0,0.119999997,108820,25.0,0.400000006,4,100.0,88.0,35.20000076,West Asia,Corum,COMPLETE,134,7,Nike Women's Legend V-Neck T-Shirt,25.0,0,2016-10-01 02:36:00,Standard Class,2016,September,28,3,Wednesday
DEBIT,2,2,118.7900009,263.9700012,Shipping on time,0,9,Cardio Equipment,Milford,EE. UU.,Raymond,7829,Smith,Consumer,CT,4047 Cozy Falls,6460.0,3,Footwear,34.28963089,-84.17045593,Europe,Cologne,Alemania,7829,2015-09-19 00:09:00,17881,191,36.0,0.119999997,44675,99.98999786,0.449999988,3,299.9700012,263.9700012,118.7900009,Western Europe,Renania del Norte-Westfalia,ON_HOLD,191,9,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,2015-09-21 00:09:00,Second Class,2015,September,19,2,Saturday
DEBIT,2,1,19.12000084,254.9799957,Late delivery,1,43,Camping & Hiking,Taylor,EE. UU.,Grace,6933,Smith,Consumer,MI,1906 Cozy Woods,48180.0,7,Fan Shop,44.71694946,-84.04858398,LATAM,Mixco,Guatemala,6933,2017-05-01 02:08:00,58304,957,45.0,0.150000006,145898,299.980011,0.079999998,1,299.980011,254.9799957,19.12000084,Central America,Guatemala,COMPLETE,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,2017-05-03 02:08:00,First Class,2017,May,1,2,Monday
PAYMENT,3,4,131.9100037,387.980011,Advance shipping,0,45,Fishing,Alhambra,EE. UU.,Sharon,3973,Parsons,Consumer,CA,2576 Old Path,91801.0,7,Fan Shop,34.09853745,-118.1519241,LATAM,Guayaquil,Ecuador,3973,2015-04-24 07:01:00,7762,1004,12.0,0.029999999,19408,399.980011,0.340000004,1,399.980011,387.980011,131.9100037,South America,Guayas,PENDING_PAYMENT,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,2015-04-27 07:01:00,Standard Class,2015,April,24,3,Friday
CASH,4,4,23.18000031,167.9900055,Shipping on time,0,48,Water Sports,Caguas,Puerto Rico,James,11370,Ray,Corporate,PR,4545 Middle Pine Chase,725.0,7,Fan Shop,18.24909782,-66.37052918,LATAM,Santiago de Cuba,Cuba,11370,2017-02-01 21:42:00,52263,1073,32.0,0.159999996,130579,199.9900055,0.140000001,1,199.9900055,167.9900055,23.18000031,Caribbean,Santiago de Cuba,CLOSED,1073,48,Pelican Sunstream 100 Kayak,199.9900055,0,2017-02-05 21:42:00,Standard Class,2017,February,1,4,Wednesday
PAYMENT,3,4,58.79999924,195.9900055,Advance shipping,0,48,Water Sports,San Francisco,EE. UU.,Mary,7721,Jenkins,Consumer,CA,3884 Golden Landing,94122.0,7,Fan Shop,37.7617569,-122.4713516,Europe,Bacau,Rumania,7721,2016-10-05 20:17:00,44107,1073,4.0,0.02,110157,199.9900055,0.300000012,1,199.9900055,195.9900055,58.79999924,Eastern Europe,Bacau,PENDING_PAYMENT,1073,48,Pelican Sunstream 100 Kayak,199.9900055,0,2016-10-08 20:17:00,Standard Class,2016,October,5,3,Wednesday
CASH,2,1,163.3300018,449.9599915,Late delivery,1,9,Cardio Equipment,San Jose,EE. UU.,Mary,2256,Smith,Consumer,CA,8688 Amber Creek Round,95122.0,3,Footwear,37.3288765,-121.8501511,Europe,Pozzuoli,Italia,2256,2017-06-27 09:56:00,62231,191,50.0,0.100000001,155601,99.98999786,0.360000014,5,499.9500122,449.9599915,163.3300018,Southern Europe,Campania,CLOSED,191,9,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,2017-06-29 09:56:00,First Class,2017,June,27,2,Tuesday
CASH,3,4,1.690000057,84.45999908,Advance shipping,0,37,Electronics,Caguas,Puerto Rico,Denise,2998,Smith,Consumer,PR,6063 Golden Point,725.0,6,Outdoors,18.28069305,-66.37055969,Pacific Asia,Canberra,Australia,2998,2016-02-22 19:12:00,28622,822,11.52000046,0.119999997,71634,47.99000168,0.02,2,95.98000336,84.45999908,1.690000057,Oceania,Territorio de la Capital Australiana,CLOSED,822,37,Titleist Pro V1x High Numbers Golf Balls,47.99000168,0,2016-02-25 19:12:00,Standard Class,2016,February,22,3,Monday
PAYMENT,4,2,15.53999996,33.79000092,Late delivery,1,75,Video Games,Annandale,EE. UU.,Piper,17161,Sweeney,Home Office,VA,5149 Dusty Pony Common,22003.0,9,Discs Shop,38.81283569,-77.18642426,Pacific Asia,Mau,India,17161,2017-12-10 11:48:00,73608,1362,5.960000038,0.150000006,176923,39.75,0.460000008,1,39.75,33.79000092,15.53999996,South Asia,Madhya Pradesh,PENDING_PAYMENT,1362,75,Fighting video games,39.75,0,2017-12-14 11:48:00,Second Class,2017,December,10,4,Sunday
CASH,4,4,74.69999695,165.9900055,Shipping on time,0,48,Water Sports,Caguas,Puerto Rico,Mary,316,Smith,Consumer,PR,5012 Rustic Fawn Circuit,725.0,7,Fan Shop,18.35129356,-65.96298218,USCA,Peoria,Estados Unidos,316,2016-05-01 15:26:00,33338,1073,34.0,0.170000002,83276,199.9900055,0.449999988,1,199.9900055,165.9900055,74.69999695,West of USA ,Arizona,CLOSED,1073,48,Pelican Sunstream 100 Kayak,199.9900055,0,2016-05-05 15:26:00,Standard Class,2016,May,1,4,Sunday
TRANSFER,4,2,52.40999985,109.1900024,Late delivery,1,30,Men's Golf Clubs,Los Angeles,EE. UU.,Angela,9333,Mills,Corporate,CA,2580 Rustic Bay,90026.0,6,Outdoors,34.08672333,-118.2597885,Europe,Pesaro,Italia,9333,2017-08-03 14:16:00,64778,652,20.79999924,0.159999996,161915,129.9900055,0.479999989,1,129.9900055,109.1900024,52.40999985,Southern Europe,Marche,PROCESSING,652,30,Merrell Women's Grassbow Sport Waterproof Hik,129.9900055,0,2017-08-07 14:16:00,Second Class,2017,August,3,4,Thursday
DEBIT,2,4,-84.83999634,48.47999954,Advance shipping,0,46,Indoor/Outdoor Games,Caguas,Puerto Rico,Mary,3960,Smith,Consumer,PR,8261 Hazy Falls,725.0,7,Fan Shop,18.20860863,-66.37055969,LATAM,Mexicali,México,3960,2015-01-04 08:34:00,231,1014,1.5,0.029999999,567,49.97999954,-1.75,1,49.97999954,48.47999954,-84.83999634,Central America,Baja California,COMPLETE,1014,46,O'Brien Men's Neoprene Life Vest,49.97999954,0,2015-01-06 08:34:00,Standard Class,2015,January,4,2,Sunday
DEBIT,3,4,35.38999939,97.48999786,Advance shipping,0,18,Men's Footwear,Roseville,EE. UU.,Mary,11741,Smith,Consumer,MI,8093 Old Autumn Green,48066.0,4,Apparel,42.4993248,-82.93652344,Pacific Asia,Brisbane,Australia,11741,2016-01-26 08:33:00,26742,403,32.5,0.25,66988,129.9900055,0.360000014,1,129.9900055,97.48999786,35.38999939,Oceania,Queensland,COMPLETE,403,18,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,2016-01-29 08:33:00,Standard Class,2016,January,26,3,Tuesday
DEBIT,6,4,32.70999908,173.9900055,Late delivery,1,48,Water Sports,Caguas,Puerto Rico,Bruce,3405,Paul,Home Office,PR,8852 Shady Glade,725.0,7,Fan Shop,18.28591919,-66.37057495,LATAM,Panama City,Panamá,3405,2017-05-16 19:06:00,59380,1073,26.0,0.129999995,148660,199.9900055,0.189999998,1,199.9900055,173.9900055,32.70999908,Central America,Panamá,ON_HOLD,1073,48,Pelican Sunstream 100 Kayak,199.9900055,0,2017-05-22 19:06:00,Standard Class,2017,May,16,6,Tuesday
PAYMENT,6,4,29.01000023,111.5800018,Late delivery,1,17,Cleats,Caguas,Puerto Rico,Bobby,8957,Howard,Home Office,PR,8861 Hidden Bear Hill,725.0,4,Apparel,18.26220894,-66.37062836,Europe,Argenteuil,Francia,8957,2017-07-18 01:19:00,63645,365,8.399999619,0.07,159085,59.99000168,0.25999999,2,119.9800034,111.5800018,29.01000023,Western Europe,Isla de Francia,PENDING_PAYMENT,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,2017-07-24 01:19:00,Standard Class,2017,July,18,6,Tuesday
PAYMENT,2,2,31.17000008,99.58000183,Shipping on time,0,17,Cleats,Caguas,Puerto Rico,Mary,6416,Smith,Home Office,PR,2915 Quaking Pathway,725.0,4,Apparel,18.27504158,-66.37062836,Europe,Brindisi,Italia,6416,2015-08-19 03:10:00,15766,365,20.39999962,0.170000002,39414,59.99000168,0.310000002,2,119.9800034,99.58000183,31.17000008,Southern Europe,Apulia,PENDING_PAYMENT,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,2015-08-21 03:10:00,Second Class,2015,August,19,2,Wednesday
TRANSFER,4,2,-59.40999985,254.9600067,Late delivery,1,17,Cleats,New York,EE. UU.,Mary,6110,Smith,Corporate,NY,2088 Cinder By-pass,10025.0,4,Apparel,40.79811859,-73.96691895,Pacific Asia,Manila,Filipinas,6110,2015-11-26 18:59:00,22593,365,44.99000168,0.150000006,56521,59.99000168,-0.230000004,5,299.9500122,254.9600067,-59.40999985,Southeast Asia,Capital Nacional,PROCESSING,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,2015-11-30 18:59:00,Second Class,2015,November,26,4,Thursday
DEBIT,2,4,28.79999924,383.980011,Advance shipping,0,45,Fishing,Zanesville,EE. UU.,Mary,12180,Allen,Consumer,OH,4742 Gentle Beach,43701.0,7,Fan Shop,40.01314545,-81.91252136,Pacific Asia,Canberra,Australia,12180,2016-01-08 23:18:00,25551,1004,16.0,0.039999999,64002,399.980011,0.079999998,1,399.980011,383.980011,28.79999924,Oceania,Territorio de la Capital Australiana,COMPLETE,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,2016-01-10 23:18:00,Standard Class,2016,January,8,2,Friday
TRANSFER,4,2,-314.8599854,377.980011,Late delivery,1,45,Fishing,Milwaukee,EE. UU.,Matthew,2257,Burgess,Home Office,WI,9493 Silver Elk Manor,53215.0,7,Fan Shop,44.88425827,-88.24053192,Europe,Halle,Alemania,2257,2015-08-30 23:39:00,16578,1004,22.0,0.059999999,41421,399.980011,-0.829999983,1,399.980011,377.980011,-314.8599854,Western Europe,Sajonia-Anhalt,PROCESSING,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,2015-09-03 23:39:00,Second Class,2015,August,30,4,Sunday
TRANSFER,2,4,38.86000061,143.9400024,Advance shipping,0,46,Indoor/Outdoor Games,Bridgeton,EE. UU.,Michael,638,Johnson,Consumer,NJ,3856 Heather Island Ridge,8302.0,7,Fan Shop,39.45430374,-75.26563263,Europe,Viena,Austria,638,2017-07-29 12:41:00,64431,1014,6.0,0.039999999,161060,49.97999954,0.270000011,3,149.9400024,143.9400024,38.86000061,Western Europe,Viena,PENDING,1014,46,O'Brien Men's Neoprene Life Vest,49.97999954,0,2017-07-31 12:41:00,Standard Class,2017,July,29,2,Saturday
PAYMENT,2,1,15.30000019,152.9900055,Late delivery,1,34,Golf Bags & Carts,Houston,EE. UU.,Kathryn,8192,Marshall,Consumer,TX,7333 Silver Port,77093.0,6,Outdoors,29.83435631,-95.33792877,Europe,Denain,Francia,8192,2017-07-02 21:19:00,62606,743,17.0,0.100000001,156509,169.9900055,0.100000001,1,169.9900055,152.9900055,15.30000019,Western Europe,Norte-Paso de Calais-Picardía,PENDING_PAYMENT,743,34,Ogio Race Golf Shoes,169.9900055,0,2017-07-04 21:19:00,First Class,2017,July,2,2,Sunday
DEBIT,2,1,45.47000122,278.980011,Late delivery,1,43,Camping & Hiking,Houston,EE. UU.,Sandra,1716,Smith,Home Office,TX,9044 Bright Pointe,77036.0,7,Fan Shop,29.71482086,-95.51293945,USCA,Houston,Estados Unidos,1716,2016-08-12 18:16:00,40402,957,21.0,0.07,100822,299.980011,0.159999996,1,299.980011,278.980011,45.47000122,US Center ,Texas,COMPLETE,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,2016-08-14 18:16:00,First Class,2016,August,12,2,Friday
DEBIT,2,1,183.9799957,399.9599915,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,Mary,1715,Henson,Corporate,PR,4389 Thunder Byway,725.0,3,Footwear,18.20661545,-66.37055969,LATAM,São Paulo,Brasil,1715,2015-03-25 00:24:00,5688,191,99.98999786,0.200000003,14172,99.98999786,0.460000008,5,499.9500122,399.9599915,183.9799957,South America,São Paulo,COMPLETE,191,9,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,2015-03-27 00:24:00,First Class,2015,March,25,2,Wednesday
